hillalisha@example.net,2024-10-15,6000,POS,service,Europe,Abandoned
hillalisha@example.net,2024-10-29,3000,POS,item #3 from storefront,North America,Queued
hillalisha@example.net,2024-11-02,40000,Card,physical goods,North America,Failed
hillalisha@example.net,2024-10-10,40000,POS,item #2 from storefront,South America,Abandoned
hillalisha@example.net,2024-10-15,40000,Bank,physical goods,South America,Abandoned
hillalisha@example.net,2024-10-14,5000,Bank,item #1 from storefront,Asia,Failed
hillalisha@example.net,2024-10-11,40000,POS,physical goods,South America,Reversed
hillalisha@example.net,2024-10-13,3000,Bank,item #3 from storefront,Europe,Queued
hillalisha@example.net,2024-10-25,5000,USSD,item #1 from storefront,North America,Success
brandidennis@example.com,2024-10-12,7000,Bank,subscription item #1 (monthly),North America,
brandidennis@example.com,2024-10-02,5000,Bank,item #1 from storefront,South America,Queued
brandidennis@example.com,2024-10-25,3000,POS,item #3 from storefront,Asia,Abandoned
brandidennis@example.com,2024-10-21,40000,Bank,physical goods,Europe,Abandoned
brandidennis@example.com,2024-10-31,5000,Direct Debit,item #1 from storefront,North America,Queued
brandidennis@example.com,2024-10-03,6000,Card,service,Europe,Queued
brandidennis@example.com,2024-10-25,6000,POS,service,Europe,Reversed
brandidennis@example.com,2024-11-01,5000,Bank,item #1 from storefront,North America,Abandoned
brandidennis@example.com,2024-10-18,3000,Direct Debit,item #3 from storefront,Europe,Failed
blucas@example.net,2023-05-06,5000,USSD,item #1 from storefront,Asia,Abandoned
flove@example.org,2024-06-28,6000,Card,service,South America,Reversed
flove@example.org,2024-09-07,40000,Bank,item #2 from storefront,North America,Abandoned
flove@example.org,2023-08-28,6000,Direct Debit,service,North America,Reversed
johnsonlisa@example.com,2023-10-08,30000,USSD,subscription item #2 (monthly),Asia,
johnsonlisa@example.com,2023-11-07,30000,Direct Debit,subscription item #2 (monthly),Asia,
johnsonlisa@example.com,2023-12-07,30000,USSD,subscription item #2 (monthly),North America,
johnsonlisa@example.com,2024-01-06,30000,Direct Debit,subscription item #2 (monthly),North America,
johnsonlisa@example.com,2024-02-05,30000,Direct Debit,subscription item #2 (monthly),Europe,
johnsonlisa@example.com,2024-03-06,30000,Bank,subscription item #2 (monthly),North America,
johnsonlisa@example.com,2024-04-05,30000,Card,subscription item #2 (monthly),Europe,
johnsonlisa@example.com,2024-05-05,30000,Direct Debit,subscription item #2 (monthly),South America,
johnsonlisa@example.com,2024-06-04,30000,USSD,subscription item #2 (monthly),South America,
johnsonlisa@example.com,2024-07-04,30000,Bank,subscription item #2 (monthly),North America,
johnsonlisa@example.com,2024-08-03,30000,Card,subscription item #2 (monthly),Asia,
johnsonlisa@example.com,2024-09-02,30000,Card,subscription item #2 (monthly),Asia,
johnsonlisa@example.com,2023-12-25,40000,Card,physical goods,Europe,Reversed
johnsonlisa@example.com,2024-10-23,40000,Direct Debit,item #2 from storefront,Asia,Success
johnsonlisa@example.com,2023-10-31,6000,POS,service,Europe,Abandoned
johnsonlisa@example.com,2024-04-12,40000,Bank,physical goods,Europe,Failed
johnsonlisa@example.com,2024-03-31,5000,USSD,item #1 from storefront,North America,Abandoned
johnsonlisa@example.com,2024-03-21,40000,Bank,physical goods,North America,Queued
ronniemiller@example.org,2024-06-27,6000,Card,service,South America,Queued
ronniemiller@example.org,2024-11-02,5000,USSD,item #1 from storefront,Asia,Abandoned
ronniemiller@example.org,2024-06-01,3000,Direct Debit,item #3 from storefront,North America,Success
ronniemiller@example.org,2024-07-16,40000,Card,physical goods,South America,Reversed
ronniemiller@example.org,2024-08-11,40000,Card,item #2 from storefront,Europe,Abandoned
ronniemiller@example.org,2024-07-29,3000,USSD,item #3 from storefront,North America,Success
ronniemiller@example.org,2024-05-15,3000,POS,item #3 from storefront,Europe,Failed
ronniemiller@example.org,2024-07-21,6000,Direct Debit,service,Europe,Abandoned
rmartinez@example.org,2024-10-05,40000,Bank,physical goods,North America,Abandoned
rmartinez@example.org,2023-02-24,6000,USSD,service,Europe,Failed
rmartinez@example.org,2022-10-15,5000,Card,item #1 from storefront,Asia,Failed
rmartinez@example.org,2023-08-14,40000,Bank,physical goods,Asia,Abandoned
rmartinez@example.org,2022-09-14,40000,Bank,physical goods,North America,Failed
rmartinez@example.org,2023-06-03,3000,Bank,item #3 from storefront,North America,Queued
rmartinez@example.org,2024-04-19,5000,POS,item #1 from storefront,North America,Abandoned
opetty@example.net,2022-09-24,7000,Card,subscription item #1 (monthly),South America,
opetty@example.net,2022-10-24,7000,USSD,subscription item #1 (monthly),Asia,
opetty@example.net,2022-11-23,7000,USSD,subscription item #1 (monthly),Europe,
opetty@example.net,2022-12-23,7000,Direct Debit,subscription item #1 (monthly),Europe,
opetty@example.net,2023-01-22,7000,USSD,subscription item #1 (monthly),Asia,
opetty@example.net,2023-02-21,7000,Bank,subscription item #1 (monthly),North America,
opetty@example.net,2023-03-23,7000,Direct Debit,subscription item #1 (monthly),South America,
opetty@example.net,2023-04-22,7000,Direct Debit,subscription item #1 (monthly),South America,
opetty@example.net,2023-05-22,7000,USSD,subscription item #1 (monthly),North America,
opetty@example.net,2023-06-21,7000,POS,subscription item #1 (monthly),South America,
opetty@example.net,2023-07-21,7000,Bank,subscription item #1 (monthly),North America,
opetty@example.net,2023-08-20,7000,Card,subscription item #1 (monthly),North America,
opetty@example.net,2022-10-03,3000,POS,item #3 from storefront,Europe,Success
opetty@example.net,2024-04-26,6000,POS,service,Europe,Failed
opetty@example.net,2024-02-15,3000,Direct Debit,item #3 from storefront,North America,Abandoned
opetty@example.net,2022-10-21,3000,POS,item #3 from storefront,Europe,Success
opetty@example.net,2023-08-30,6000,POS,service,North America,Reversed
opetty@example.net,2024-07-02,40000,Card,physical goods,South America,Success
opetty@example.net,2024-01-15,40000,Card,physical goods,South America,Queued
opetty@example.net,2024-08-27,40000,Bank,physical goods,Asia,Reversed
ywalls@example.com,2024-02-19,7000,USSD,subscription item #1 (monthly),Asia,
ywalls@example.com,2024-03-20,7000,Card,subscription item #1 (monthly),Asia,
ywalls@example.com,2024-04-19,7000,Bank,subscription item #1 (monthly),South America,
ywalls@example.com,2024-05-19,7000,Card,subscription item #1 (monthly),Europe,
ywalls@example.com,2024-06-18,7000,Direct Debit,subscription item #1 (monthly),North America,
ywalls@example.com,2024-07-18,7000,USSD,subscription item #1 (monthly),Europe,
ywalls@example.com,2024-08-17,7000,USSD,subscription item #1 (monthly),South America,
ywalls@example.com,2024-09-16,7000,Direct Debit,subscription item #1 (monthly),South America,
ywalls@example.com,2024-10-16,7000,Bank,subscription item #1 (monthly),Europe,
ywalls@example.com,2024-07-06,3000,Bank,item #3 from storefront,South America,Failed
ywalls@example.com,2024-07-03,40000,Bank,physical goods,Asia,Abandoned
ywalls@example.com,2024-07-26,40000,Bank,physical goods,Europe,Success
ywalls@example.com,2024-09-09,40000,Direct Debit,item #2 from storefront,North America,Queued
ywalls@example.com,2024-04-22,6000,Bank,service,North America,Success
ywalls@example.com,2024-07-17,6000,POS,service,Asia,Abandoned
ywalls@example.com,2024-03-02,3000,Card,item #3 from storefront,North America,Success
ywalls@example.com,2024-06-20,40000,USSD,item #2 from storefront,Europe,Abandoned
ywalls@example.com,2024-05-30,40000,POS,item #2 from storefront,Asia,Queued
ywalls@example.com,2024-10-05,6000,Bank,service,Europe,Abandoned
matthew83@example.net,2023-10-31,5000,POS,item #1 from storefront,Asia,Success
vcochran@example.com,2024-01-11,3000,Bank,item #3 from storefront,Europe,Reversed
vcochran@example.com,2024-03-22,6000,Card,service,South America,Queued
vcochran@example.com,2024-05-04,40000,POS,item #2 from storefront,South America,Failed
vcochran@example.com,2022-11-06,5000,POS,item #1 from storefront,Europe,Failed
gwilliams@example.net,2024-02-20,6000,Card,service,Asia,Failed
masseybridget@example.net,2024-08-19,6000,Bank,service,Asia,Abandoned
masseybridget@example.net,2024-01-17,40000,USSD,item #2 from storefront,Europe,Success
masseybridget@example.net,2024-03-13,40000,USSD,item #2 from storefront,Europe,Queued
masseybridget@example.net,2024-01-06,6000,USSD,service,Asia,Reversed
masseybridget@example.net,2024-08-05,6000,USSD,service,Europe,Abandoned
masseybridget@example.net,2023-11-24,40000,Direct Debit,physical goods,Europe,Success
vgraves@example.net,2024-10-26,6000,USSD,service,South America,Failed
christine52@example.com,2024-05-10,3000,Bank,item #3 from storefront,Asia,Abandoned
christine52@example.com,2024-04-17,40000,USSD,item #2 from storefront,North America,Queued
christine52@example.com,2024-05-31,6000,Card,service,South America,Queued
christine52@example.com,2024-07-28,40000,Direct Debit,item #2 from storefront,Asia,Abandoned
christine52@example.com,2024-01-16,5000,Bank,item #1 from storefront,South America,Success
christine52@example.com,2024-10-04,40000,USSD,item #2 from storefront,North America,Queued
christine52@example.com,2023-11-01,40000,Direct Debit,item #2 from storefront,Europe,Queued
christine52@example.com,2024-01-24,40000,USSD,physical goods,South America,Reversed
christine52@example.com,2024-10-05,6000,Direct Debit,service,Europe,Reversed
chandlereric@example.com,2024-06-09,6000,Card,service,South America,Success
chandlereric@example.com,2022-06-11,40000,Bank,physical goods,Europe,Queued
chandlereric@example.com,2024-07-03,3000,USSD,item #3 from storefront,North America,Queued
chandlereric@example.com,2024-07-08,6000,Bank,service,Europe,Reversed
chandlereric@example.com,2024-09-07,40000,POS,item #2 from storefront,Asia,Abandoned
chandlereric@example.com,2022-07-11,5000,Bank,item #1 from storefront,Europe,Abandoned
howardvictoria@example.org,2024-08-21,7000,USSD,subscription item #1 (monthly),Asia,
howardvictoria@example.org,2024-09-20,7000,Direct Debit,subscription item #1 (monthly),Europe,
howardvictoria@example.org,2024-10-20,7000,POS,subscription item #1 (monthly),South America,
howardvictoria@example.org,2024-09-26,40000,Bank,item #2 from storefront,Asia,Reversed
howardvictoria@example.org,2024-09-26,40000,Card,item #2 from storefront,North America,Queued
howardvictoria@example.org,2024-09-10,6000,POS,service,Europe,Queued
howardvictoria@example.org,2024-10-04,5000,USSD,item #1 from storefront,Asia,Success
howardvictoria@example.org,2024-08-31,40000,Direct Debit,physical goods,South America,Reversed
howardvictoria@example.org,2024-08-25,6000,POS,service,Asia,Failed
howardvictoria@example.org,2024-10-20,5000,Bank,item #1 from storefront,North America,Abandoned
igibson@example.com,2022-02-07,7000,Card,subscription item #1 (monthly),North America,
igibson@example.com,2022-03-09,7000,Card,subscription item #1 (monthly),Asia,
igibson@example.com,2022-04-08,7000,USSD,subscription item #1 (monthly),North America,
igibson@example.com,2022-05-08,7000,USSD,subscription item #1 (monthly),Europe,
igibson@example.com,2022-06-07,7000,USSD,subscription item #1 (monthly),North America,
igibson@example.com,2022-07-07,7000,Bank,subscription item #1 (monthly),Asia,
igibson@example.com,2022-08-06,7000,POS,subscription item #1 (monthly),Asia,
igibson@example.com,2022-09-05,7000,Direct Debit,subscription item #1 (monthly),Asia,
igibson@example.com,2022-10-05,7000,Bank,subscription item #1 (monthly),North America,
igibson@example.com,2022-11-04,7000,POS,subscription item #1 (monthly),North America,
igibson@example.com,2022-12-04,7000,Direct Debit,subscription item #1 (monthly),North America,
igibson@example.com,2023-01-03,7000,Card,subscription item #1 (monthly),Europe,
igibson@example.com,2023-04-08,40000,Card,item #2 from storefront,Asia,Reversed
igibson@example.com,2023-10-06,5000,Card,item #1 from storefront,Asia,Success
igibson@example.com,2022-02-11,40000,Card,item #2 from storefront,Asia,Failed
igibson@example.com,2023-03-30,40000,Card,item #2 from storefront,Asia,Success
igibson@example.com,2024-02-25,3000,Card,item #3 from storefront,Asia,Success
igibson@example.com,2022-05-16,5000,Card,item #1 from storefront,Europe,Success
igibson@example.com,2022-07-27,40000,USSD,physical goods,Europe,Queued
igibson@example.com,2023-07-27,3000,POS,item #3 from storefront,South America,Abandoned
tlowe@example.org,2021-11-24,30000,POS,subscription item #2 (monthly),North America,
tlowe@example.org,2021-12-24,30000,USSD,subscription item #2 (monthly),North America,
tlowe@example.org,2022-01-23,30000,Direct Debit,subscription item #2 (monthly),Asia,
tlowe@example.org,2022-02-22,30000,Bank,subscription item #2 (monthly),Europe,
tlowe@example.org,2022-03-24,30000,Bank,subscription item #2 (monthly),South America,
tlowe@example.org,2022-04-23,30000,Card,subscription item #2 (monthly),Europe,
tlowe@example.org,2022-05-23,30000,POS,subscription item #2 (monthly),Asia,
tlowe@example.org,2022-06-22,30000,Bank,subscription item #2 (monthly),North America,
tlowe@example.org,2022-07-22,30000,USSD,subscription item #2 (monthly),Europe,
tlowe@example.org,2022-08-21,30000,Card,subscription item #2 (monthly),Asia,
tlowe@example.org,2022-09-20,30000,Direct Debit,subscription item #2 (monthly),South America,
tlowe@example.org,2022-10-20,30000,Card,subscription item #2 (monthly),North America,
tlowe@example.org,2022-12-05,40000,Bank,item #2 from storefront,Asia,Queued
tlowe@example.org,2022-05-09,5000,POS,item #1 from storefront,Europe,Success
tlowe@example.org,2023-12-21,40000,Bank,physical goods,South America,Abandoned
tlowe@example.org,2023-10-14,3000,USSD,item #3 from storefront,Asia,Reversed
tlowe@example.org,2021-12-22,40000,Card,item #2 from storefront,South America,Success
tlowe@example.org,2022-09-10,40000,POS,item #2 from storefront,Europe,Abandoned
joshua92@example.com,2022-09-22,7000,POS,subscription item #1 (monthly),South America,
joshua92@example.com,2022-10-22,7000,USSD,subscription item #1 (monthly),Europe,
joshua92@example.com,2022-11-21,7000,Bank,subscription item #1 (monthly),North America,
joshua92@example.com,2022-12-21,7000,USSD,subscription item #1 (monthly),Europe,
joshua92@example.com,2023-01-20,7000,Direct Debit,subscription item #1 (monthly),North America,
joshua92@example.com,2023-02-19,7000,Bank,subscription item #1 (monthly),Europe,
joshua92@example.com,2023-03-21,7000,Card,subscription item #1 (monthly),South America,
joshua92@example.com,2023-04-20,7000,POS,subscription item #1 (monthly),South America,
joshua92@example.com,2023-05-20,7000,Direct Debit,subscription item #1 (monthly),Europe,
joshua92@example.com,2023-06-19,7000,POS,subscription item #1 (monthly),Asia,
joshua92@example.com,2023-07-19,7000,Bank,subscription item #1 (monthly),North America,
joshua92@example.com,2023-08-18,7000,Direct Debit,subscription item #1 (monthly),South America,
joshua92@example.com,2023-07-19,5000,Bank,item #1 from storefront,North America,Success
joshua92@example.com,2023-09-12,40000,Direct Debit,physical goods,Asia,Success
joshua92@example.com,2023-11-18,6000,Direct Debit,service,South America,Reversed
joshua92@example.com,2024-10-03,3000,POS,item #3 from storefront,Europe,Queued
joshua92@example.com,2022-10-05,40000,Direct Debit,item #2 from storefront,North America,Failed
joshua92@example.com,2023-03-07,40000,Direct Debit,physical goods,South America,Success
joshua92@example.com,2024-03-27,3000,Bank,item #3 from storefront,Asia,Reversed
joshua92@example.com,2024-05-20,40000,Direct Debit,item #2 from storefront,South America,Reversed
estradajason@example.com,2024-03-18,40000,Card,physical goods,South America,Reversed
stokesdiane@example.net,2024-10-28,3000,Card,item #3 from storefront,North America,Reversed
stokesdiane@example.net,2024-08-12,40000,Card,item #2 from storefront,North America,Reversed
stokesdiane@example.net,2024-03-26,3000,Direct Debit,item #3 from storefront,South America,Success
stokesdiane@example.net,2024-04-29,40000,USSD,physical goods,North America,Success
wallacechristopher@example.net,2024-10-08,30000,Direct Debit,subscription item #2 (monthly),Europe,
wallacechristopher@example.net,2024-10-21,6000,Bank,service,North America,Success
wallacechristopher@example.net,2024-10-22,40000,USSD,item #2 from storefront,North America,Success
wallacechristopher@example.net,2024-10-05,6000,Bank,service,Europe,Success
wallacechristopher@example.net,2024-10-18,40000,USSD,physical goods,Asia,Reversed
wallacechristopher@example.net,2024-11-02,6000,Card,service,South America,Success
wallacechristopher@example.net,2024-10-29,6000,POS,service,North America,Reversed
wallacechristopher@example.net,2024-10-02,3000,Direct Debit,item #3 from storefront,South America,Failed
wallacechristopher@example.net,2024-10-07,3000,Bank,item #3 from storefront,Asia,Reversed
wallacechristopher@example.net,2024-11-03,5000,USSD,item #1 from storefront,Asia,Reversed
wallacechristopher@example.net,2024-10-11,40000,Direct Debit,physical goods,South America,Success
samuel90@example.net,2024-02-11,6000,Direct Debit,service,Europe,Abandoned
samuel90@example.net,2024-08-12,6000,Bank,service,Europe,Abandoned
samuel90@example.net,2023-11-30,5000,POS,item #1 from storefront,South America,Abandoned
samuel90@example.net,2024-06-19,40000,Card,item #2 from storefront,North America,Abandoned
samuel90@example.net,2024-02-29,40000,USSD,physical goods,Asia,Success
imcintyre@example.com,2023-09-20,3000,Card,item #3 from storefront,South America,Reversed
imcintyre@example.com,2022-12-22,40000,USSD,item #2 from storefront,Europe,Reversed
imcintyre@example.com,2022-10-21,6000,Card,service,Europe,Failed
imcintyre@example.com,2023-07-17,40000,Bank,physical goods,North America,Success
imcintyre@example.com,2024-11-02,3000,Card,item #3 from storefront,Asia,Success
imcintyre@example.com,2023-04-18,40000,Bank,physical goods,Europe,Queued
imcintyre@example.com,2024-04-14,5000,Card,item #1 from storefront,Europe,Reversed
imcintyre@example.com,2022-11-27,40000,Bank,item #2 from storefront,North America,Abandoned
imcintyre@example.com,2023-02-12,5000,Card,item #1 from storefront,North America,Queued
imcintyre@example.com,2023-04-27,5000,Bank,item #1 from storefront,Europe,Queued
jamiesimmons@example.org,2024-06-12,40000,Direct Debit,item #2 from storefront,South America,Queued
jamiesimmons@example.org,2023-12-30,5000,USSD,item #1 from storefront,North America,Failed
jamiesimmons@example.org,2023-05-25,3000,Bank,item #3 from storefront,North America,Failed
jamiesimmons@example.org,2024-07-21,3000,Bank,item #3 from storefront,South America,Abandoned
spencer59@example.org,2024-10-21,3000,Card,item #3 from storefront,North America,Reversed
spencer59@example.org,2024-11-02,40000,Direct Debit,item #2 from storefront,Europe,Abandoned
spencer59@example.org,2024-11-02,6000,Direct Debit,service,Europe,Queued
spencer59@example.org,2024-10-06,6000,Card,service,North America,Success
spencer59@example.org,2024-10-26,40000,USSD,item #2 from storefront,South America,Reversed
spencer59@example.org,2024-09-29,40000,Card,item #2 from storefront,South America,Queued
daniellecampbell@example.com,2022-12-14,30000,USSD,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-01-13,30000,Bank,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-02-12,30000,USSD,subscription item #2 (monthly),Europe,
daniellecampbell@example.com,2023-03-14,30000,Direct Debit,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-04-13,30000,Card,subscription item #2 (monthly),South America,
daniellecampbell@example.com,2023-05-13,30000,Card,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-06-12,30000,Direct Debit,subscription item #2 (monthly),Europe,
daniellecampbell@example.com,2023-07-12,30000,Card,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-08-11,30000,USSD,subscription item #2 (monthly),Asia,
daniellecampbell@example.com,2023-09-10,30000,USSD,subscription item #2 (monthly),South America,
daniellecampbell@example.com,2023-10-10,30000,USSD,subscription item #2 (monthly),Europe,
daniellecampbell@example.com,2023-11-09,30000,Bank,subscription item #2 (monthly),North America,
daniellecampbell@example.com,2024-03-08,40000,POS,item #2 from storefront,Asia,Success
daniellecampbell@example.com,2022-12-29,5000,Direct Debit,item #1 from storefront,Asia,Failed
daniellecampbell@example.com,2023-01-02,40000,Card,physical goods,Asia,Reversed
daniellecampbell@example.com,2024-03-07,5000,Direct Debit,item #1 from storefront,Europe,Queued
daniellecampbell@example.com,2024-10-02,3000,USSD,item #3 from storefront,Europe,Abandoned
daniellecampbell@example.com,2024-02-08,40000,Bank,physical goods,Asia,Abandoned
daniellecampbell@example.com,2023-05-22,6000,POS,service,South America,Success
daniellecampbell@example.com,2024-07-02,40000,Direct Debit,physical goods,North America,Success
jasoncarter@example.org,2024-02-14,30000,POS,subscription item #2 (monthly),South America,
jasoncarter@example.org,2024-03-15,30000,Direct Debit,subscription item #2 (monthly),South America,
jasoncarter@example.org,2024-04-14,30000,Card,subscription item #2 (monthly),Asia,
jasoncarter@example.org,2024-05-14,30000,Direct Debit,subscription item #2 (monthly),North America,
jasoncarter@example.org,2024-06-13,30000,USSD,subscription item #2 (monthly),Europe,
jasoncarter@example.org,2024-07-13,30000,Card,subscription item #2 (monthly),North America,
jasoncarter@example.org,2024-08-12,30000,Bank,subscription item #2 (monthly),Europe,
jasoncarter@example.org,2024-09-11,30000,POS,subscription item #2 (monthly),Europe,
jasoncarter@example.org,2024-10-11,30000,USSD,subscription item #2 (monthly),North America,
jasoncarter@example.org,2024-02-11,40000,USSD,physical goods,Asia,Abandoned
jasoncarter@example.org,2024-05-28,6000,Bank,service,Asia,Abandoned
jasoncarter@example.org,2024-07-06,5000,Direct Debit,item #1 from storefront,Europe,Failed
jasoncarter@example.org,2024-05-07,40000,USSD,physical goods,Europe,Failed
jasoncarter@example.org,2024-06-25,40000,POS,physical goods,Asia,Queued
jasoncarter@example.org,2024-10-29,6000,POS,service,North America,Reversed
jasoncarter@example.org,2024-07-09,3000,POS,item #3 from storefront,Europe,Abandoned
jasoncarter@example.org,2024-07-11,5000,USSD,item #1 from storefront,North America,Abandoned
jasoncarter@example.org,2024-05-16,5000,Bank,item #1 from storefront,North America,Failed
jasoncarter@example.org,2024-10-08,3000,Direct Debit,item #3 from storefront,Asia,Reversed
robert84@example.net,2024-10-31,7000,Card,subscription item #1 (monthly),South America,
robert84@example.net,2024-10-17,40000,Card,item #2 from storefront,Europe,Success
robert84@example.net,2024-10-08,40000,USSD,physical goods,Asia,Queued
robert84@example.net,2024-10-16,5000,Bank,item #1 from storefront,Europe,Abandoned
robert84@example.net,2024-11-01,6000,Bank,service,Europe,Queued
robert84@example.net,2024-10-14,40000,POS,item #2 from storefront,Europe,Queued
robert84@example.net,2024-10-09,3000,Card,item #3 from storefront,South America,Success
swhite@example.com,2024-05-27,40000,Card,physical goods,Europe,Queued
swhite@example.com,2024-05-08,40000,USSD,physical goods,Europe,Abandoned
swhite@example.com,2024-09-10,40000,Card,physical goods,North America,Failed
swhite@example.com,2024-05-23,40000,Direct Debit,item #2 from storefront,North America,Reversed
swhite@example.com,2024-07-22,3000,POS,item #3 from storefront,South America,Failed
swhite@example.com,2024-07-30,3000,Bank,item #3 from storefront,North America,Reversed
eugene46@example.org,2023-03-28,6000,POS,service,South America,Queued
handrade@example.com,2023-01-20,40000,USSD,physical goods,South America,Queued
handrade@example.com,2024-09-03,40000,Card,item #2 from storefront,North America,Reversed
handrade@example.com,2024-09-23,5000,Bank,item #1 from storefront,North America,Success
handrade@example.com,2023-12-13,3000,Direct Debit,item #3 from storefront,Europe,Abandoned
handrade@example.com,2023-11-27,40000,Card,item #2 from storefront,Europe,Reversed
handrade@example.com,2023-09-12,6000,POS,service,North America,Queued
handrade@example.com,2024-07-13,40000,Direct Debit,item #2 from storefront,South America,Success
handrade@example.com,2024-02-18,40000,Bank,item #2 from storefront,South America,Failed
handrade@example.com,2023-01-10,40000,Direct Debit,physical goods,Asia,Queued
handrade@example.com,2022-12-21,40000,Bank,item #2 from storefront,Asia,Failed
kenneth22@example.net,2024-09-22,5000,Card,item #1 from storefront,Asia,Reversed
kenneth22@example.net,2024-10-16,6000,Card,service,North America,Failed
kenneth22@example.net,2024-10-06,3000,USSD,item #3 from storefront,North America,Reversed
kenneth22@example.net,2024-10-09,6000,Direct Debit,service,Asia,Reversed
kenneth22@example.net,2024-09-21,6000,Bank,service,South America,Queued
kenneth22@example.net,2024-10-01,5000,POS,item #1 from storefront,Europe,Abandoned
kenneth22@example.net,2024-10-04,6000,Direct Debit,service,South America,Abandoned
kenneth22@example.net,2024-09-12,40000,USSD,physical goods,South America,Success
kenneth22@example.net,2024-09-20,5000,Direct Debit,item #1 from storefront,South America,Success
coreymcguire@example.net,2022-07-10,7000,POS,subscription item #1 (monthly),South America,
coreymcguire@example.net,2022-08-09,7000,Direct Debit,subscription item #1 (monthly),South America,
coreymcguire@example.net,2022-09-08,7000,USSD,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2022-10-08,7000,Direct Debit,subscription item #1 (monthly),North America,
coreymcguire@example.net,2022-11-07,7000,Bank,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2022-12-07,7000,USSD,subscription item #1 (monthly),South America,
coreymcguire@example.net,2023-01-06,7000,POS,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2023-02-05,7000,USSD,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2023-03-07,7000,Bank,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2023-04-06,7000,Bank,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2023-05-06,7000,Bank,subscription item #1 (monthly),North America,
coreymcguire@example.net,2023-06-05,7000,POS,subscription item #1 (monthly),Asia,
coreymcguire@example.net,2024-09-30,5000,Bank,item #1 from storefront,Asia,Failed
coreymcguire@example.net,2022-09-26,40000,Card,physical goods,North America,Abandoned
coreymcguire@example.net,2024-01-08,6000,Bank,service,North America,Failed
coreymcguire@example.net,2022-12-31,40000,Direct Debit,item #2 from storefront,North America,Reversed
coreymcguire@example.net,2024-10-18,3000,Bank,item #3 from storefront,Asia,Queued
joneschristopher@example.com,2024-03-20,40000,POS,item #2 from storefront,Asia,Success
joneschristopher@example.com,2024-10-29,40000,USSD,item #2 from storefront,Asia,Success
